Public_Food_Key,foodName,calories,protein,fat,transFat,carbohydrates,sugar,dietaryFiber,cholesterol,sodium,calcium,iron,vitaminC
F003250,"Cream of tartar, dry powder",2,0,0,0,0,0,0.2,0,52,8,3.72,0
F004196,"Gelatine, all types","1,449",84.4,0.4,0,0,0,0,0,330,250,2.1,0
F004220,"Gluten, from wheat (vital wheat gluten)","1,507",75.2,0,0,13.2,0,0.6,0,29,142,5.2,0
F008831,"Starch, potato","1,332",0,0.5,0,74.5,0,5.9,0,9,14,0.3,0
F009351,"Vanilla, artificial or imitation",231,0,0,0,14.4,14.4,0,0,3,3,0.05,0
F009350,Vanilla bean extract,"1,203",0.1,0.1,0,12.6,12.6,0,0,9,11,0.12,0
F009606,"Yeast, dry powder","1,126",36.4,5,0,6.3,0,26.9,0,170,18,3.5,0
F000996,"Beer, high alcohol (5% v/v & above)",174,0.5,0,0,2.1,0.2,0,0,4,4,0.01,0
F000994,"Beer, full strength (alcohol 4-4.9% v/v)",152,0.4,0,0,2.3,0,0,0,4,4,0,0
F000995,"Beer, full strength (alcohol 4-4.9% v/v), carbohydrate modified",126,0.3,0,0,1,0,0,0,4,3,0.01,0
F001006,"Beer, mid-strength (alcohol 3-3.9% v/v)",128,0.3,0,0,2.2,0,0,0,3,4,0,0
F001004,"Beer, light (alcohol 1-2.9% v/v)",100,0.2,0,0,2.2,0,0,0,3,3,0,0
F000051,"Alcoholic beverage, spirit, approximately 40% v/v, all (Brandy, Gin, Rum, Vodka and Whisky)",892,0,0,0,0.1,0.1,0,0,3,1,0.05,0
F000050,"Alcoholic beverage, spirit, approximately 30% v/v, all (Brandy, Gin, Rum, Vodka and Whisky), cooked",302,0,0,0,0.3,0.3,0,0,2,1,0.06,0
F002955,"Cider, apple (alcohol approximately 4-5% v/v)",209,0,0,0,5.6,5.6,0,0,3,3,0.02,2
F009572,"Wine, red, cabernet sauvignon",332,0.3,0,0,0.2,0.2,0,0,4,7,0.15,0
F009574,"Wine, red, merlot",330,0.3,0,0,0.4,0.4,0,0,5,7,0.17,0
F009575,"Wine, red, pinot noir",321,0.2,0,0,0.2,0.2,0,0,2,7,0.17,0
F009577,"Wine, red, shiraz",342,0.2,0,0,0.2,0.2,0,0,7,6,0.18,0
F009571,"Wine, red",335,0.2,0,,0.2,0.2,0,0,5,7,0.17,0
F009573,"Wine, red, cooked",120,0.3,0,0,0.2,0.2,0,0,5,8,0,0
F009578,"Wine, red, sparkling",338,0.2,0,0,2,2,0,0,7,6,0.18,0
F009579,"Wine, rose",289,0.2,0,0,0.7,0.7,0,0,5,8,0.08,0
F009583,"Wine, white, sauvignon blanc",296,0.2,0,0,0.1,0.1,0,0,2,8,0.09,0
F009584,"Wine, white, semillon",270,0.2,0,0,0.2,0.2,0,0,6,9,0.21,6
F009582,"Wine, white, chardonnay",310,0.3,0,0,0.3,0.3,0,0,4,7,0.17,0
F009586,"Wine, white, riesling",292,0.2,0,0,0.4,0.4,0,0,7,10,0.1,0
F009581,"Wine, white",301,0.3,0,,0.2,0.2,0,0,4,8,0.16,1
F009580,"Wine, white, cooked",107,0.2,0,0,0.3,0.3,0,0,5,9,0.15,2
F009590,"Wine, white, sparkling",306,0.2,0,0,1,1,0,0,2,7,0.19,0
F009592,"Wine, white, sweet dessert style",497,0.4,0,0,14.7,14.7,0,0,13,15,0.19,0
F009566,"Wine, fortified, port",600,0.2,0,0,12.4,12.4,0,0,15,5,0.19,0
F009567,"Wine, fortified, sherry, dry style (approximately 1% sugars)",435,0.1,0,0,1.2,1.2,0,0,19,5,0.06,0
F009568,"Wine, fortified, sherry, sweet style (approximately 11% sugars)",577,0.2,0,0,11.1,11.1,0,0,18,4,0.1,0
F007493,"Protein powder, whey based, protein >70%, unfortified","1,568",85,2.2,1.5,1.6,1.3,1.8,61,200,420,0.49,0
F009818,"Protein powder, whey based, protein >70%, unfortified, prepared with water",261,14.2,0.4,,0.3,0.2,0.3,10,36,71,0.09,0
F002980,Cocoa powder,"1,335",22.1,15.2,0,10.5,1.5,27.7,0,81,170,30,0
F001029,"Beverage base, chocolate flavour, added vitamins A, B1, B2, C & D, Ca & Fe (Milo)","1,666",12.7,10.4,4.9,61.2,47.3,9.1,10,75,738,18,44
F001032,"Beverage base, chocolate flavour, unfortified (Nesquik brand)","1,574",5.3,2.8,0,83.2,81,5.8,0,0,38,14,0
F001073,"Beverage, chocolate flavour, from Nesquik powder, with regular fat cows milk",344,3.4,3.4,,9.7,9.6,0.3,9,33,102,0.8,0
F001068,"Beverage, chocolate flavour, from Milo powder, with regular fat cows milk",395,4.1,4,,10.3,9.1,0.8,10,39,162,1.62,4
F001036,"Beverage base, drinking chocolate, unfortified","1,508",5.6,4.8,4.9,76.3,74.3,1.5,0,160,41,1.9,0
F001064,"Beverage, chocolate flavour, from drinking chocolate, with regular fat cows milk",356,3.5,3.5,,10.2,10.1,0.1,9,44,101,0.15,0
F003060,"Coffee, instant, dry powder or granules",588,18,0.3,1.6,3.6,3.4,20.6,0,61,150,2.8,0
F003017,"Coffee, black, from instant coffee powder",5,0.2,0,,0,0,0.2,0,3,3,0.03,0
F003061,"Coffee, instant, dry powder or granules, decaffeinated",522,18,0.3,1.6,2.5,2.3,20.6,0,61,150,2.8,0
F003018,"Coffee, black, from instant coffee powder, decaffeinated",5,0.2,0,,0,0,0.2,0,3,3,0.03,0
F003014,"Coffee mix, with beverage whitener & sugar, dry powder","1,645",13.1,12.7,0,56.1,38.3,3.6,8,380,340,0.69,3
F003084,"Coffee, prepared from coffee mix with sugar & whitener, no added milk",82,0.6,0.6,,2.8,1.9,0.2,0,22,18,0.04,0
F003041,"Coffee, espresso, from ground coffee beans",40,1.7,0.3,1.6,0,0,0,0,2,11,0,0
F009796,"Coffee, flat white/latte/cappuccino, from ground coffee beans, with regular fat cows milk",195,2.8,2.5,1.8,3.4,3.4,0,9,29,95,0,0
F003065,"Coffee, long black, from ground coffee beans",8,0.3,0.1,,0,0,0,0,3,3,0,0
F003130,"Cordial base, 25% citrus fruit juice, regular",606,0,0,0,37.3,37.3,0,0,12,3,0,4
F003158,"Cordial, 25% citrus fruit juice, regular, recommended dilution",142,0,0,,8.7,8.7,0,0,5,2,0,1
F003135,"Cordial base, 40% citrus fruit juice, regular",659,0.2,0,0,40.2,40.2,0,0,43,4,0.1,8
F003160,"Cordial, 40% citrus fruit juice, regular, recommended dilution",154,0,0,,9.4,9.4,0,0,12,2,0.03,2
F003128,"Cordial base, blackcurrant juice, regular",731,0.1,0,0,45,45,0,0,0,6,0.33,74
F003156,"Cordial, blackcurrant juice, regular, recommended dilution",151,0,0,,9.3,9.3,0,0,2,2,0.07,15
F004099,"Fruit drink, apple juice",137,0.1,0,0,8.2,7.8,0,0,5,2,0,31
F004102,"Fruit drink, cranberry",182,0,0,0,11.3,11.3,0.1,0,16,8,0.25,16
F004114,"Fruit drink, orange juice",163,0.2,0,0,9.6,9.6,0,0,9,8,0.05,5
F004663,"Juice, apple, commercial, added vitamin C",121,0.2,0,0,7,7,0.2,0,6,6,0.05,33
F004656,"Juice, apple & blackcurrant, commercial",162,0.2,0,0,9.3,9.3,0,0,6,5,0,27
F004726,"Juice, lemon",115,0.6,0.2,,1.8,1.8,2.5,0,2,20,0.3,46
F004729,"Juice, lime",122,0.8,0.2,,1.2,1.2,4.1,0,3,22,0.3,45
F004739,"Juice, orange, commercial",112,0.8,0,0,5.4,5.4,0.3,0,2,7,0.04,69
F004731,"Juice, orange & mango, commercial",146,0.6,0,0,7.7,7.7,0.2,0,4,9,0,82
F009794,"Water, coconut, commercial",54,0.2,0,0,3.2,3.2,0,0,36,12,0,10
F005696,"Mineral water, natural, unflavoured",0,0,0,0,0,0,0,0,8,6,0,0
F005694,"Mineral water, citrus flavoured",152,0,0,0,9.3,9.3,0,0,15,5,0.06,0
F008402,"Soft drink, cola flavour",206,0,0.2,0,12.3,12.3,0,0,2,1,0,0
F008403,"Soft drink, cola flavour, decaffeinated",206,0,0.2,0,12.3,12.3,0,0,2,1,0,0
F008404,"Soft drink, cola flavour, intense sweetened or diet",0,0,0,0,0,0,0,0,3,1,0,0
F008405,"Soft drink, cola flavour, intense sweetened or diet, decaffeinated",0,0,0,0,0,0,0,0,3,1,0,0
F008421,"Soft drink, energy drink, Red Bull",182,0.1,0,0,10.8,10.8,0,0,71,9,0,0
F008424,"Soft drink, energy drink, V",182,0.1,0,0,10.8,10.8,0,0,110,9,0,0
F008438,"Soft drink, fruit flavours",142,0,0,0,8.8,8.8,0,0,14,2,0,0
F008439,"Soft drink, fruit flavours, intense sweetened or diet",1,0,0,0,0,0,0,0,14,2,0,0
F009795,"Kombucha, flavoured, added juice or intense sweeteners",28,0,0,0,0.9,0.8,0.1,0,0,0,0,0
F008460,"Soft drink, tonic water",142,0,0,0,8.8,8.8,0,0,12,1,0.01,0
F008461,"Soft drink, tonic water, intense sweetened or diet",1,0,0,0,0,0,0,0,12,1,0.01,0
F009117,"Tea, green, plain, without milk",7,0.2,0.1,0,0,0,0,0,1,3,0,0
F009125,"Tea, regular, black, brewed from leaf or teabags, without milk",1,0.1,0,0,0,0,0,0,0,1,0,0
F009115,"Tea, decaffeinated, black, brewed from leaf or teabags, without milk",6,0.1,0.1,0,0,0,0,0,0,0,0,0
F009516,"Water, bottled, still",0,0,0,0,0,0,0,0,1,1,0,0
F009527,"Water, tap",0,0,0,0,0,0,0,0,3,2,0,0
F008377,"Water, soda",0,0,0,0,0,0,0,0,3,2,0,0
F001152,"Biscuit, savoury, rice cracker, plain","1,626",7,4.3,0.8,78.8,0.7,0.9,0,400,7,0.41,0
F001151,"Biscuit, savoury, rice cracker, flavoured (excluding seaweed)","1,646",7.1,6.7,0.4,74.1,0.2,1.5,0,554,19,0.52,0
F001153,"Biscuit, savoury, rice cracker, seaweed flavoured","1,500",9.6,1.2,0.4,75.3,1.7,1.6,0,660,21,1.1,0
F009833,"Biscuit, savoury, rice cracker, added vegetable powder","1,651",6.6,7.4,0.5,73.8,4.9,2,0,470,23,0.68,0
F001122,"Biscuit, savoury, from white wheat flour, cheese-flavoured","2,086",12,24.2,0.5,56.4,3.2,2.9,10,871,93,1.26,5
F001125,"Biscuit, savoury, from white wheat flour, flavoured (excluding cheese)","2,098",9.6,24.5,0.4,59.7,5.2,2,8,854,56,1.37,4
F001126,"Biscuit, savoury, from white wheat flour, plain snack cracker style","2,058",8.1,20.7,0.8,66.3,6.7,3.4,1,609,41,1.12,6
F001120,"Biscuit, savoury, from wheat flour, crispbread, puffed & toasted","1,563",12.3,5.6,2.4,66.1,3.6,3.3,10,380,44,1.3,0
F001129,"Biscuit, savoury, from white wheat flour, Salada style","1,785",9.2,14.2,0.6,63.1,1.2,3.6,16,830,152,2.97,0
F001133,"Biscuit, savoury, from white wheat flour, water cracker style","1,650",10.4,7.2,0.6,69.4,2,3.7,0,560,46,1.5,0
F001123,"Biscuit, savoury, from white wheat flour, flaky cracker style","2,067",11.5,20.7,1.4,63.6,3.6,3,7,639,35,1.75,0
F001137,"Biscuit, savoury, from wholemeal wheat flour, crispbread","1,567",10.6,8.1,0.9,59.1,2,9.9,0,450,33,2.3,0
F001135,"Biscuit, savoury, from wholemeal wheat flour & rye flour, crispbread, puffed","1,611",14,3.8,0.4,69.1,1.5,7.6,0,364,47,3.2,0
F001115,"Biscuit, savoury, corn cake, plain, salted","1,547",9.8,3,0.4,71.5,0.4,5.9,0,240,3,1.3,0
F001118,"Biscuit, savoury, from rye flour, crispbread","1,356",8.8,1.3,0.3,60.6,2.8,16.5,0,240,38,2.4,0
F001147,"Biscuit, savoury, rice cake, from brown rice, plain","1,603",8.8,3.5,0.2,76.3,0.8,3.5,0,41,9,1.3,0
F009832,"Biscuit, savoury, seed based","2,395",20.1,49.6,0.1,6,1.4,14.6,0,500,110,5.9,0
F001215,"Biscuit, sweet, plain","1,812",6.4,14.3,1.7,69.4,24.7,2.1,5,289,30,1.28,6
F001165,"Biscuit, sweet, Anzac style, homemade from basic ingredients","1,970",4.6,22.4,,63.3,41.2,3.1,31,210,15,0.87,0
F009839,"Biscuit, sweet, breakfast style, with or without dried fruit","1,701",7.5,15.6,0.1,57.3,20.1,5.3,0,270,30,1.7,0
F001244,"Biscuit, sweet, shortbread style, commercial","2,110",6.2,26.3,3,60.8,20.4,2.3,63,270,33,0.77,0
F001170,"Biscuit, sweet, chocolate chip or coated","1,979",5.8,22.7,1.1,61.9,35.8,3,8,210,46,2.7,2
F009834,"Biscuit, sweet, cream filled, commercial","1,944",5.4,21.5,0.7,62.8,33.6,2.7,4,330,30,1.3,0
F001167,"Biscuit, sweet, biscuit base, caramel filling, chocolate-coated, commercial","1,843",5.6,19.7,0.9,61.8,45.5,1.8,11,180,82,1.5,0
F001168,"Biscuit, sweet, biscuit base, mint filling, chocolate-coated","2,188",6.3,29.4,1,60.6,42,0.6,14,117,135,1.75,0
F001234,"Biscuit, sweet, sandwich, cream filling, chocolate-coated, tim tam style","2,080",5.4,25.4,1,63.1,44.7,2.2,10,168,90,1.7,0
F001233,"Biscuit, sweet, sandwich, cream & jam filling","1,974",4,22.5,1.3,64.1,33.5,1.8,24,260,27,0.9,0
F001251,"Biscuit, sweet, wheatmeal","1,728",7.8,11.7,1.2,67,21.6,5.6,18,423,30,2.1,0
F003095,"Cone, wafer style, for ice cream","1,474",7.9,2.3,0.9,72.3,0.3,3.2,0,327,26,2.2,0
F001683,"Breadcrumbs, white","1,598",14,4.1,,68.5,4.6,4.7,0,650,124,2,0
F001353,"Bread roll, from white flour","1,044",9.3,2.9,0.6,44.6,3.4,3,0,380,107,1.26,0
F001415,"Bread, wrap, white, commercial","1,266",7.8,8.4,0.6,46.9,5.3,3,0,610,39,0.95,0
F001537,"Bread, from white flour, sour dough, commercial",961,8.8,1.4,0.5,42.9,1.2,3.1,0,490,21,1.1,0
F001538,"Bread, from white flour, sour dough, commercial, toasted","1,144",10.4,1.7,,51.1,1.4,3.7,0,583,25,1.31,0
F001553,"Bread, from wholemeal flour",993,10.4,2.5,0.6,39.2,3.2,6.9,0,418,133,1.97,0
F001647,"Bread, Naan, commercial","1,224",8,7.1,0.4,47.8,6,2.6,4,630,120,1.1,0
F001653,"Bread, pizza base, commercial","1,109",8.6,3.3,0.2,48.5,3.7,2.7,0,390,70,0.94,0
F001669,"Bread, tortilla, white, commercial","1,263",7.3,9,0,46.3,4.3,2,0,750,37,0.75,0
F001387,"Bread, damper, from white flour, homemade","1,084",7.5,5.5,1.5,42.9,2.9,3.3,21,630,53,0.78,0
F001420,"Bread, flat (pita or Lebanese), white, commercial","1,102",9.5,2.1,1.1,49.1,3.1,3.7,0,498,50,1.2,0
F001404,"Bread, flat (pita or Lebanese), wholemeal, commercial","1,074",8.6,2,0.8,47.2,3.1,6.4,0,470,45,2.7,0
F001463,"Bread, from white flour","1,050",9.5,2,0.9,46.2,3.1,3.2,0,439,84,1.35,0
F001541,"Bread, from white flour, toasted","1,241",10.8,2.8,1.1,54.3,3.7,4.3,0,512,150,1.38,0
F001466,"Bread, from white flour, added calcium","1,001",9.7,1.8,1.1,43.8,2.7,2.9,0,442,228,1.15,0
F001467,"Bread, from white flour, added calcium, toasted","1,164",11.2,2,,50.9,3.1,3.4,0,514,265,1.34,0
F001468,"Bread, from white flour, added fibre","1,032",9.7,1.7,1.5,43.6,2.5,6.4,0,448,56,1.44,0
F001479,"Bread, from white flour, added fibre, toasted","1,229",11.5,2,,51.9,3,7.7,0,534,67,1.72,0
F001482,"Bread, from white flour, added iron","1,001",9.7,1.8,1.1,43.8,2.7,2.9,0,447,68,7.08,0
F001483,"Bread, from white flour, added iron, toasted","1,164",11.2,2,,50.9,3.1,3.4,0,520,79,8.23,0
F001484,"Bread, from white flour, added omega-3 polyunsaturates","1,054",9.1,2.1,0.9,46.6,2.4,3.1,0,448,56,1.44,0
F001485,"Bread, from white flour, added omega-3 polyunsaturates, toasted","1,226",10.6,2.4,,54.2,2.8,3.6,0,521,65,1.68,0
F001543,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe","1,052",8.3,2.3,1.1,45.7,3.8,6.5,0,410,150,4.8,0
F001544,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe, toasted","1,238",9.8,2.7,,53.8,4.5,7.6,0,482,176,5.65,0
F001528,"Bread, from white flour, Italian-style, commercial","1,070",9,2.5,1,46.8,2,3.9,0,500,16,0.84,0
F001529,"Bread, from white flour, Italian-style, commercial, toasted","1,274",10.7,3,,55.7,2.4,4.6,0,595,19,1,0
F001358,"Bread roll, from white flour, toasted","1,214",10.8,3.4,,51.9,4,3.5,0,442,125,1.47,0
F001372,"Bread roll, topped with cheese","1,173",12.4,9,,35.8,2.8,2.4,20,441,238,1.04,0
F001373,"Bread roll, topped with cheese & bacon","1,174",16.6,11.2,,27,2.3,1.8,32,765,218,0.91,0
F001597,"Bread, from wholemeal flour, toasted","1,168",12.2,2.9,,46.1,3.7,8.1,0,492,157,2.32,0
F001573,"Bread, from wholemeal flour, extra grainy & seeds","1,077",11,4.4,,38.9,2.9,7.9,0,370,126,2.2,0
F001576,"Bread, from wholemeal flour, extra grainy & seeds, toasted","1,267",13,5.1,,45.8,3.4,9.3,0,435,149,2.59,0
F001360,"Bread roll, from wholemeal flour","1,095",10.1,3,0.8,45.2,3,5.8,0,560,90,2.5,0
F001364,"Bread roll, from wholemeal flour, toasted","1,288",11.9,3.5,,53.1,3.5,6.9,0,659,106,2.94,0
F001545,"Bread, organic","1,034",11.6,2.9,0.8,40.3,1.3,5.6,0,490,48,1.8,0
F001548,"Bread, organic, toasted","1,216",13.7,3.4,,47.4,1.5,6.6,0,576,56,2.12,0
F001621,"Bread, mixed grain","1,078",10.7,4.5,0.4,39.8,2.5,5.8,0,409,155,1.73,0
F001644,"Bread, mixed grain, toasted","1,268",12.6,5.3,,46.8,3,6.9,0,481,182,2.04,0
F001513,"Bread, from white flour, extra grainy & seeds","1,149",10.5,4.4,,44.7,2.8,5.7,0,365,81,1.91,0
F001514,"Bread, from white flour, extra grainy & seeds, toasted","1,352",12.3,5.2,,52.6,3.3,6.7,0,429,96,2.24,0
F001365,"Bread roll, mixed grain","1,046",12.2,3,0.7,40.3,2.3,5.6,0,660,160,4.7,0
F001368,"Bread roll, mixed grain, toasted","1,230",14.4,3.5,,47.4,2.7,6.6,0,776,188,5.53,0
F001671,"Bread, from white flour, Turkish","1,035",7.8,2.8,2,45.5,2.2,3.6,0,530,50,0.8,0
F001672,"Bread, from white flour, Turkish, toasted","1,233",9.2,3.3,,54.2,2.6,4.3,0,631,60,0.95,0
F001457,"Bread, from white flour, added dried fruit","1,112",8.8,3.7,0.3,47.3,18.1,3.6,0,270,110,1.5,0
F001458,"Bread, from wheat flour, added dried fruit, toasted","1,236",9.8,4.1,,52.6,20.1,4,0,300,122,1.67,0
F001600,"Bread, garlic, commercial, cooked","1,442",8,15.1,1.2,42.8,3.4,3,16,580,66,0.9,0
F001601,"Bread, garlic or herb, homemade, cooked","1,282",8.8,11.3,,40.5,3.2,3.6,18,422,99,1.22,0
F001603,"Bread, gluten free",888,5.5,3.9,1.1,36.6,2.6,3.9,0,526,50,1,0
F001609,"Bread, gluten free, toasted","1,057",6.5,4.6,,43.6,3.1,4.6,0,626,60,1.19,0
F001450,"Bread, from rye flour, sour dough",980,9.2,1.6,0.3,42.7,2,5.2,0,510,32,1.1,0
F001451,"Bread, from rye flour, sour dough, toasted","1,153",10.8,1.9,,50.2,2.4,6.1,0,600,38,1.29,0
F001940,"Bun, sweet, with dried fruit, uniced","1,202",7.6,6,1.1,49.4,16.9,3.4,2,282,45,2.36,0
F001939,"Bun, sweet, with dried fruit, iced","1,205",6.4,6,,51.5,18,1.9,2,267,18,0.81,0
F009792,"Bun, sweet, hot cross bun, with dried fruit","1,108",7.2,3.2,2.3,50.2,21,4.1,0,230,60,1.4,0
F003313,"Crumpet, from white flour, toasted",860,5.6,0.8,1.1,41.6,1.9,2.5,0,"1,051",92,1,0
F005896,"Muffin, English style, from white flour",938,10.1,2.1,1.1,38.7,1.7,3.2,0,418,170,1.1,0
F005898,"Muffin, English style, from white flour, toasted","1,019",11,2.3,,42.1,1.8,3.4,0,454,185,1.2,0
F005897,"Muffin, English style, from white flour, added dried fruit, toasted","1,050",9.8,2,,46.1,11.2,3.6,0,392,169,1.27,0
F001688,"Breakfast cereal, beverage, non-chocolate flavours, added vitamins A, B1, B2, B3, B6, B12, C & folate & Ca",321,3.1,1.5,0.4,12.4,7,0.8,0,49,148,0.38,0
F001708,"Breakfast cereal, flakes of corn, unfortified","1,553",7.3,2.9,0.4,75.6,7.7,4,0,270,3,0.99,0
F001701,"Breakfast cereal, flakes of corn, added vitamins B1, B2, B3, C & folate, Fe & Zn","1,565",8.6,0.6,0.5,80.2,4.2,3.2,0,485,2,8.6,16
F001720,"Breakfast cereal, mixed grain (rice & wheat), flakes, added vitamins B1, B2, B3, B6 & folate, Ca, Fe & Zn","1,669",18.2,4.1,0,70.5,13.2,2.7,0,474,936,13.8,11
F001733,"Breakfast cereal, mixed grain (wheat & oat), flakes, apricot & sultana, added vitamins B1, B2, B3 & folate & Fe","1,472",9.1,1.5,0.1,71.6,25.3,8.2,0,32,31,8.6,6
F001767,"Breakfast cereal, mixed grain (wheat, oat & corn), extruded, added vitamins B1, B2, B3, B6, C & folate, Ca & Fe","1,551",23.3,2.5,0.1,62.8,28,2.5,0,602,284,11.19,11
F001788,"Breakfast cereal, mixed grain (wheat, rice & oat), flakes, honey, unfortified","1,488",8.4,4.1,0.3,65,11.9,12.5,0,220,27,2.6,0
F001811,"Breakfast cereal, puffed or popped rice, no added sugar or salt, unfortified","1,608",8.5,3,0,77.6,0.6,2.8,0,5,6,0.63,0
F001803,"Breakfast cereal, puffed or popped rice, added vitamins B1, B2, B3, C & folate, Fe & Zn","1,559",6.8,1.1,0.1,81.2,6.2,2.1,0,658,6,15.5,33
F001807,"Breakfast cereal, puffed or popped rice, cocoa coating, added vitamins B1, B2, B3, C & folate, Ca, Fe & Zn","1,615",5.3,2.9,0,83.2,30.4,2.6,0,496,388,13.8,55
F001823,"Breakfast cereal, wheat bran, flakes, sultanas, added vitamins B1, B2, B3, B6 & folate, Fe & Zn","1,391",9.8,1.5,1,63.3,24.5,14.8,0,269,56,13.53,9
F001829,"Breakfast cereal, wheat bran, pellets, added vitamins B1, B2 & folate, Fe & Zn","1,348",14.2,5,0.3,41.7,15.4,27.3,0,390,67,12.2,0
F001845,"Breakfast cereal, whole wheat, biscuit, bran, added vitamins B1, B2, B3 & folate & Fe","1,501",12.3,5.3,0.2,56.4,8.3,17,0,345,43,7.5,0
F001849,"Breakfast cereal, whole wheat, biscuit, no added sugar, unfortified","1,460",10.4,2.7,0.3,63.7,1.1,11.5,0,370,31,6.8,0
F001844,"Breakfast cereal, whole wheat, biscuit, added vitamins B1, B2, B3 & folate, Fe & Zn","1,418",11.9,2.3,0.3,61,2.4,11,0,299,38,14.33,0
F001862,"Breakfast cereal, whole wheat, flakes, dried fruit & nuts, added fibre, vitamins B1, B2, B3 & folate, Ca & Fe","1,490",9.1,3.3,0.4,65.6,25,15.5,0,98,376,7.38,0
F001871,"Breakfast cereal, whole wheat, puffed, no added sugar or salt, unfortified","1,414",10,2.8,0.3,62.4,0.8,9.2,0,2,32,3.3,0
F005856,"Muesli, toasted, added dried fruit & nuts, unfortified","1,680",8.9,13.3,1,56.6,21.7,11.4,0,33,56,4.6,0
F005857,"Muesli, untoasted or natural style, added dried fruit, unfortified","1,646",10.8,10.8,0,59.2,18.7,9.4,0,41,57,4.2,0
F009807,"Muesli, granola, toasted, added nuts & seeds, unfortified","1,776",11.2,17.6,0,52.3,16.3,7.6,0,68,67,3.1,0
F009808,"Muesli, granola, non-oat based, toasted, added nuts & seeds, unfortified","1,851",11.9,18.8,0,53.5,8.7,6.6,0,59,56,3.6,0
F001374,"Bread, banana","1,224",5.7,11,1.7,43.1,25.1,1.5,43,360,41,1.6,0
F008273,"Slice, brownie, chocolate, without nuts, commercial","1,735",7.1,23.1,0.7,45.6,36.3,2.6,24,130,39,1.57,0
F008272,"Slice, brownie, chocolate, with nuts, homemade","1,922",6.5,25.3,,52.7,35.8,1.9,112,510,30,1.71,0
F002021,"Cake mix, plain, dry powder","1,603",4.8,8.2,1.5,73.5,42.5,1.4,1,670,61,0.78,0
F002100,"Cake, carrot, commercial, iced","1,620",4.4,20.4,0.1,47.6,30.5,1.5,43,305,41,1.6,0
F002102,"Cake, carrot, homemade, uniced","1,428",4.8,15.9,,45.2,31.2,2.2,87,357,39,0.84,1
F002101,"Cake, carrot, homemade, iced","1,437",3.9,14.9,,49.4,37.7,1.8,74,307,32,0.67,0
F002112,"Cake, chocolate, homemade, uniced","1,554",7.9,19.2,,41.3,17.9,2.9,113,422,64,3.09,0
F002111,"Cake, chocolate, homemade, iced","1,554",6.6,17.8,,46.4,27,2.6,96,361,54,2.78,0
F002150,"Cake, fruit, homemade, uniced","1,266",3.9,9.9,,48.2,38.7,3,51,138,43,1.32,5
F002159,"Cake, lamington, unfilled","1,233",4.7,9.4,0.4,48,31.5,2.4,31,218,6,1.6,0
F002163,"Cake, mud, dark chocolate, commercial, chocolate ganache icing","1,415",5.1,13.8,0.2,48.7,33.1,2.6,24,290,39,1.57,0
F002165,"Cake, mud, dark chocolate, homemade, uniced","1,897",5.6,34.3,,32.5,25.5,0.5,183,308,36,2.04,0
F002164,"Cake, mud, dark chocolate, homemade, chocolate ganache icing","1,919",5.2,33.8,,35.5,28.3,0.6,152,256,40,2.29,0
F002169,"Cake, plain butter cake, commercial, uniced","1,486",8.2,15.2,0.4,46.9,25.3,1.3,75,480,52,1.2,0
F002168,"Cake, plain butter cake, commercial, iced","1,555",5,16.1,1.3,52.7,36.7,1.4,54,420,4,0.5,0
F002171,"Cake, plain butter cake, homemade, uniced","1,587",6.7,16.1,,52.5,23.5,0.9,103,481,52,0.78,0
F002170,"Cake, plain butter cake, homemade, iced","1,564",5.4,15.1,,55.2,31.5,0.7,87,406,42,0.62,0
F002178,"Cake, sponge, plain, commercial, uniced, unfilled","1,370",7.5,8.2,0.4,56.5,32.5,1.2,134,320,52,0.72,0
F002177,"Cake, sponge, plain, commercial, uniced, filled with jam & cream","1,524",6.7,12.2,,58,37.6,1.2,130,278,54,0.66,0
F003575,"Doughnut, jam filled, sugar coated","1,535",6,17.6,,46.2,19,1.9,31,440,55,0.88,0
F003573,"Doughnut, dusted with cinnamon & sugar","1,583",6.6,19.5,1.2,43.9,13.7,2,34,487,60,0.95,0
F003574,"Doughnut, iced","1,517",6.7,15.9,7.3,48.2,22.9,1.7,33,414,21,0.8,0
F005877,"Muffin, cake-style, berry, commercial","1,412",5.2,15.7,1.4,44.4,26.1,1.9,41,367,110,1.2,2
F005882,"Muffin, cake-style, chocolate chip, commercial","1,567",6.4,17.7,1.2,48.1,29.5,1.4,24,344,110,1.2,0
F006298,"Pancake, plain, homemade",927,7.4,7.6,,30.3,4.2,0.8,76,79,83,0.69,0
F006700,"Pikelet or pancake, sweet, commercial",912,5.7,4.3,0.4,38.4,13.8,2.1,17,359,84,1.6,0
F006701,"Pikelet, plain, homemade","1,160",7.5,5.9,0.4,47.9,13.4,1.7,45,470,97,0.4,0
F007507,"Pudding, chocolate, homemade",771,3.6,2.6,,37,23.4,1.1,5,162,53,0.94,0
F007512,"Pudding, plum, steamed or boiled, homemade","1,383",4.4,11,,53.2,40.1,2.6,66,236,66,1.26,0
F007529,"Pudding, sticky date, homemade","1,468",3,16.6,,48.5,38.6,1.6,73,337,50,0.86,0
F008173,"Scone, plain, commercial","1,399",7.9,8.5,3,55.2,6.5,2.1,11,968,70,0.9,0
