Public_Food_Key,foodName,calories,protein,fat,transFat,carbohydrates,sugar,dietaryFiber,cholesterol,sodium,calcium,iron,vitaminC
F008174,"Scone, plain, homemade","1,350",8,9.4,,50.7,6.8,1.4,33,560,81,0.8,0
F008172,"Scone, fruit, commercial","1,361",6.4,6.6,,59.3,22.9,2.6,8,712,67,1.09,0
F008176,"Scone, pumpkin, homemade","1,217",7.4,7.4,,47.9,9.3,1.7,53,417,59,0.87,2
F008278,"Slice, caramel","1,849",5.3,24.4,,52.4,41.8,0.8,41,193,141,1.16,0
F001918,"Buckwheat groats, cooked in water, no added salt",290,2.7,0.7,,12.3,0.3,1.1,0,2,4,0.64,0
F000061,"Amaranth, grain, whole, uncooked","1,527",15.2,6.4,0,55.6,3.8,11.1,0,2,147,7,4
F000379,"Barley, pearl, uncooked","1,424",9.9,3.1,0,60.6,1,13.1,0,10,28,2.2,0
F000378,"Barley, pearl, boiled, no added fat or salt",590,4.1,1.3,,25.1,0.4,5.4,0,10,14,0.92,0
F001919,"Buckwheat groats, uncooked","1,364",12.8,3.2,0,58,1.4,5,0,1,14,3,0
F001929,"Bulgur, uncooked","1,434",10.3,2,0.1,66.1,1,7.8,0,3,30,2.5,0
F001928,"Bulgur, soaked in water, no added fat or salt",664,5.4,0.9,0,28.3,0.4,7.3,0,2,12,1.6,0
F003230,"Cornmeal (polenta), uncooked","1,421",8.5,1.7,0,70,0.7,3,0,0,2,0.54,0
F003227,"Cornmeal (polenta), boiled, no added fat or salt",452,2.7,0.5,,22.3,0.2,1,0,2,2,0.18,0
F003239,"Couscous, uncooked","1,523",13.8,0.2,5.3,73.6,3.4,4.2,0,2,27,1.9,0
F003235,"Couscous, boiled, no added fat or salt",677,6.1,0.1,,32.7,1.5,1.9,0,3,13,0.85,0
F005692,"Millet, uncooked","1,483",10.2,3.5,0,67.4,0.6,3.7,0,1,8,5.2,0
F005690,"Millet, boiled, no added fat or salt",487,3.3,1.1,,22.1,0.2,1.2,0,2,4,1.71,0
F005279,"Maize, grits, uncooked","1,461",8.1,1.3,0,73.3,0,2.7,0,0,1,0.4,0
F006136,"Oats, hulled, uncooked","1,589",12.5,9.8,0.1,55.5,1.2,8.6,0,4,37,3.9,0
F006143,"Oats, rolled, uncooked","1,486",12.2,9.5,0.1,49.9,1,9.5,0,2,40,3.5,0
F007156,"Porridge, rolled oats, prepared with regular fat cows milk",515,5.3,4.9,,13.7,5.3,1.6,10,34,107,0.6,0
F007164,"Porridge, rolled oats, prepared with water",374,3,2.9,0,11.4,0.3,2.9,0,1,11,0.96,0
F006141,"Oats, rolled, mixed with sugar or honey & other flavours, uncooked","1,629",8.3,7.5,0.4,69.1,24,7.5,0,8,47,2.5,0
F007143,"Porridge, rolled oats mixed with sugar or honey & other flavours, prepared with cows milk",586,4.6,4.5,,19.8,9.8,1.7,8,31,97,0.58,0
F007593,"Quinoa, black, uncooked","1,455",13.1,6.6,0,50.6,4.3,16.1,0,6,58,4.3,0
F007597,"Quinoa, red, uncooked","1,538",14.1,6.9,0,55,5.8,13.8,0,4,41,4.3,0
F007599,"Quinoa, white, uncooked","1,572",12.2,6.3,0,61.8,4.2,10.5,0,8,48,3.6,0
F007598,"Quinoa, uncooked","1,550",12.9,6.5,,58.6,4.7,12,0,7,47,3.88,0
F007596,"Quinoa, cooked in water, no added salt",432,3.6,1.8,,16.3,1.3,3.4,0,4,14,1.08,0
F007722,"Rye, grain, whole, uncooked","1,296",11.1,2.6,0,51.3,1.7,17.3,0,5,41,3.7,0
F007724,"Rye, rolled, uncooked","1,278",10.4,2.6,0,50.8,1.4,17.3,0,3,38,2.7,0
F008474,"Sorghum, grain, uncooked","1,465",8.2,3.6,0,65.8,1.2,8.6,0,1,10,2.25,0
F009260,"Triticale, grain, uncooked","1,361",9.6,2.4,0,58.3,1.8,14.4,0,5,27,3.55,0
F008222,"Semolina, uncooked","1,298",10.7,1.2,0,61.6,0,3.2,0,3,16,0.6,0
F008220,"Semolina, boiled, no added fat or salt",413,3.4,0.4,,19.6,0,1,0,3,6,0.19,0
F008745,"Spelt, uncooked","1,388",11.7,3,0.6,59.2,1.4,8.8,0,3,21,2.8,0
F008744,"Spelt, boiled, no added fat or salt",576,4.8,1.2,,24.5,0.6,3.6,0,7,12,1.17,0
F009090,"Tapioca, pearl or seed style, uncooked","1,359",0.2,0.2,0,79.3,0,0,0,1,16,1.7,0
F009089,"Tapioca, pearl or seed style, boiled, no added fat or salt",197,0,0,,11.5,0,0,0,3,4,0.25,0
F009537,"Wheat, whole, uncooked","1,362",11.2,2.4,0,58.3,1.3,11.4,0,2,35,3.43,0
F009535,"Wheat bran, unprocessed, uncooked","1,119",14.8,4.1,0.2,22.6,2.7,41.8,0,6,75,11,0
F009536,Wheat germ,"1,285",20.6,6.1,0,32.7,7.4,20.1,0,4,64,9,0
F007682,"Rice, white, uncooked","1,422",7,0.9,0,74,0,0.8,0,1,4,0.2,0
F007661,"Rice, white, boiled or rice cooker, no added salt",659,3.1,0.2,0,34.7,0.1,0.8,0,0,2,0,0
F007678,"Rice, white, purchased as 'instant', microwaved",643,3.4,0.6,0,32.5,0,1,0,21,2,0,0
F007666,"Rice, white, fried with bacon or ham, egg, prawns & vegetables",920,5.7,8.5,2.2,29.5,0.4,1,30,500,10,0.9,0
F007648,"Rice, brown, uncooked","1,452",7.6,3.1,0,69.1,1.1,3.5,0,2,7,0.8,0
F007641,"Rice, brown, boiled, no added salt",693,4.1,1.1,0,33.5,0.3,1.7,0,2,7,0.59,0
F007684,"Rice, wild, uncooked","1,505",14.7,1.1,0,68.7,2.5,6.2,0,7,21,1.96,0
F007683,"Rice, wild, boiled, no added salt",426,4,0.3,0,19.5,0.7,1.8,0,3,3,0.6,0
F007639,"Rice paper wrapper, soaked in water",646,3.3,0.9,,32.2,0.2,1,0,766,4,0.23,0
F003983,"Flour, arrowroot","1,378",0.4,0.2,0,78.6,0,3.4,0,2,35,0.5,0
F003988,"Flour, cornflour, from maize starch","1,458",0.4,0.6,0,84.1,0,0,0,16,3,0,0
F003989,"Flour, cornflour, from maize & wheat starch","1,466",0.6,0.4,0,84.4,0,0.5,0,10,8,0.75,0
F003986,"Flour, chickpea (besan)","1,373",19.7,5.5,0,38.5,2.2,20.8,0,11,159,4.6,3
F003998,"Flour, rice","1,437",7.3,2,,71.6,0.6,2.2,0,1,6,0.5,0
F004000,"Flour, rye","1,348",11.4,2.3,0,54.9,1.4,17.3,0,4,44,4,0
F004002,"Flour, soya","1,543",49.8,8.9,0,14.6,9.3,16,0,9,285,8.2,0
F004004,"Flour, spelt","1,470",18.7,2.4,0.6,59.1,0.9,7.4,0,2,29,4.8,0
F004007,"Flour, wheat, white, plain","1,479",10,1.3,0.1,73.2,1.9,2.2,0,3,21,1.2,0
F004008,"Flour, wheat, white, plain, added vitamins B1, B2, B3, B6, E & folate & Fe, Mg & Zn (Jackaroo)","1,417",11.1,1.5,0,67.3,1.1,3.8,0,4,22,5.8,0
F004009,"Flour, wheat, white, self-raising","1,479",10,1.3,0.1,73.2,1.9,2.2,0,740,59,1.2,0
F004013,"Flour, wheat, white, self-raising, added vitamins B1, B2, B3, B6, E & folate & Fe, Mg & Zn (Jackaroo)","1,373",10.7,1.4,,65.2,1.1,3.7,0,852,21,5.62,0
F004006,"Flour, wheat, white, high protein or bread making flour","1,464",11.7,1.7,0.1,69.6,1.8,2.5,0,3,21,1.2,0
F004014,"Flour, wheat, wholemeal, plain","1,371",11.6,1.6,0,61.6,2,8.8,0,2,29,2.8,0
F003990,"Flour, gluten free, plain","1,480",3.4,1.1,0,80.5,0.3,1.7,0,21,24,0.8,0
F004015,"Flour, wheat, wholemeal, self-raising","1,471",11.4,2.1,0,65.3,0.9,11.3,0,655,68,2.2,0
F004358,"Hamburger, white roll, beef patty, with cheese, onion, pickles & sauce, fast food chain","1,096",15.1,12.1,3.5,22.4,2.9,1.7,28,590,120,1.2,1
F004362,"Hamburger, white roll, beef patty, with salad, independent takeaway outlet",870,12.1,9.1,2.8,18,1.3,2.6,26,439,64,1.57,2
F004389,"Hot dog, bread roll, frankfurt & sauce filling",992,10.6,8.8,,27.4,4,2.5,23,610,57,1.65,0
F006725,"Pizza, cheese & tomato, commercial","1,194",16.2,11,2.3,28.7,2.7,2.8,19,440,210,0.88,0
F006761,"Pizza, ham & pineapple, purchased frozen, baked",961,11.5,6,2.1,28.2,4.8,3.1,18,468,171,0.85,1
F006762,"Pizza, ham & pineapple, takeaway style",939,12.8,8.3,2.6,23.1,2.7,3.1,18,632,140,1.1,1
F006797,"Pizza, supreme, purchased frozen, baked","1,142",14,11.6,2.7,26.3,0.9,3.2,19,350,152,1.15,4
F006795,"Pizza, supreme, fast food chain","1,044",12.9,9,2.7,27.6,2.4,2.5,15,550,149,1.03,2
F006799,"Pizza, supreme, takeaway style",954,13,9.8,2.3,20.5,0.6,3,21,570,158,0.95,2
F006805,"Pizza, vegetable, fast food chain",863,9.3,6,3.1,27.2,2.8,2.8,19,389,152,1.15,4
F006043,"Noodle, soba, dry","1,503",11.9,1.3,0,71.2,0,5.3,0,563,29,2.55,0
F006042,"Noodle, soba, boiled, drained",455,3.6,0.4,0,21.5,0,1.6,0,170,9,0.77,0
F006048,"Noodle, wheat, fresh, soaked, drained",608,6.3,1,0,26.5,0,1.7,0,100,13,0.41,0
F006055,"Noodle, wheat, instant, flavoured, dry, uncooked","1,842",11,19.1,0,54,0.9,3.7,0,"1,108",28,2.5,0
F006053,"Noodle, wheat, instant, flavoured, boiled, drained",601,3.8,6.2,0,17.6,0.3,1.2,0,360,9,0.8,0
F006054,"Noodle, wheat, instant, flavoured, boiled, undrained",226,1.4,2.3,,6.6,0.1,0.4,0,137,4,0.3,0
F006038,"Noodle, rice stick, boiled, drained",498,2.5,0,0,26.1,0,0.7,0,3,6,0.21,0
F006044,"Noodle, wheat with egg, plain, boiled, no added fat",647,6.6,1,0.1,28.2,0.3,2.2,9,4,11,0.6,0
F006429,"Pasta, gluten free, boiled from dry, no added salt",639,3.1,0.7,2.6,32.4,0,1.2,0,1,15,0.85,0
F009835,"Pasta, legume based, boiled, no added salt",629,14.4,1.7,0.1,16.1,1.2,6.2,0,16,46,3.1,0
F006433,"Pasta, maize flour (corn) based, dry","1,452",7.5,2.1,0.2,68.3,0,11,0,3,4,0.93,0
F006431,"Pasta, maize flour (corn) based, boiled from dry, no added salt",503,2.6,0.7,0.2,23.1,0,4.8,0,0,1,0.25,0
F006458,"Pasta, white wheat flour, dry","1,458",12.7,1.4,0.2,68.5,0,3.2,0,5,18,1,0
F006456,"Pasta, white wheat flour, boiled from dry, no added salt",572,5.3,0.4,0.4,26.2,0.2,2.2,0,2,12,0.71,0
F006460,"Pasta, white wheat flour, fresh, uncooked","1,168",10.5,3.4,5.1,49.4,0.9,3.3,73,11,27,1.3,0
F006459,"Pasta, white wheat flour, fresh, boiled, no added salt",691,5.9,3,5.1,27.1,1.1,2.7,33,78,18,0.7,0
F006445,"Pasta, white wheat flour & egg, dry","1,522",10.6,1.6,,74.4,1.9,2.2,18,9,23,1.29,0
F006444,"Pasta, white wheat flour & egg, boiled from dry, no added salt",694,7.5,1.4,0.1,29.1,0.6,2.6,11,4,16,0.87,0
F006453,"Pasta, white wheat flour & spinach, dry","1,525",11.9,1.3,0.2,73.1,2.7,4.4,0,38,39,2.5,0
F006451,"Pasta, white wheat flour & spinach, boiled from dry, no added salt",554,3.8,0.4,0.2,27.3,0.2,1.4,0,48,15,0.8,0
F006465,"Pasta, wholemeal wheat flour, dry","1,404",12.5,2.2,0.2,60.6,0,9.9,0,11,63,3.9,0
F006464,"Pasta, wholemeal wheat flour, boiled from dry, no added salt",586,5.4,0.8,0.2,24.6,0,5.7,0,5,28,1.8,0
F005145,"Lasagne, beef, commercial, purchased frozen, baked",572,6.6,6.6,2.8,11.8,1.6,2.1,16,290,60,1,0
F005146,"Lasagne, beef, homemade",751,9.9,8,,16.2,3,1.4,24,112,91,1.01,0
F005259,"Macaroni & cheese, homemade, cooked unfilled pasta, homemade cheese sauce",697,6.4,5.4,,21.5,1,1.7,16,59,79,0.58,0
F006409,"Pasta in cream based sauce, dry mix","1,546",13.1,3.1,1.6,69.7,9.3,3.6,7,690,98,1.5,0
F009830,"Pasta in cream based sauce, prepared from dry mix",599,5.6,2.6,,23.6,5.1,1.1,4,240,84,0.47,0
F008737,"Spaghetti in tomato & cheese sauce, canned",227,2.5,0,3.1,10.7,4,0.8,0,330,9,0.3,0
F008738,"Spaghetti in tomato & cheese sauce, canned, reduced salt",227,2.5,0,3.1,10.7,4,0.8,0,287,9,0.3,0
F003305,"Croissant, plain","1,505",10,19.1,5.1,35.6,5.1,2.7,18,462,40,1.1,0
F006497,"Pastry, filo, commercial, raw","1,283",10.2,3.8,0.8,55.8,1.3,2.5,0,581,18,1.15,0
F006496,"Pastry, filo, commercial, baked","1,631",12.2,3.1,0.8,75.1,2.1,4.3,0,766,19,1.3,0
F006505,"Pastry, puff, with butter, commercial, raw","1,383",5.5,19,4.4,32.9,1,3.4,34,160,12,0.3,0
F006504,"Pastry, puff, with butter, commercial, baked","1,796",7.1,24.7,,42.7,1.3,4.4,44,208,15,0.39,0
F006503,"Pastry, puff, vegetable oil, commercial, raw","1,321",5.5,16.4,10.2,35,1,3.4,0,387,9,0.3,0
F006502,"Pastry, puff, vegetable oil, commercial, baked","1,694",7,21,,44.9,1.3,4.4,0,497,12,0.38,0
F006507,"Pastry, shortcrust style, commercial, raw","1,685",5.5,23.8,4.4,42,7.5,0.8,29,382,10,0.3,0
F006506,"Pastry, shortcrust style, commercial, baked","2,080",6.6,27.5,4.4,55.6,9.6,1.8,36,463,12,0.3,0
F006493,"Pastry, filled with spinach & cheese, purchased frozen, baked","1,214",9.4,16.4,1.8,24.7,2.7,2.5,32,490,150,1,0
F006665,"Pie, savoury, meat, commercial, ready to eat",943,8.9,11.2,5.3,21.2,1.3,2.4,19,500,15,1.16,0
F006667,"Pie, savoury, meat, purchased frozen, baked",909,8.6,11.3,4.7,19.3,0,2,20,478,15,1.18,2
F008098,"Sausage roll, commercial, ready to eat","1,179",9.7,14.3,6.5,27.2,2.8,3,20,667,24,1.1,0
F006675,"Pie, steak & kidney, canned",693,10,7.7,2.5,13.6,0.6,0.9,110,230,7,1.4,0
F008101,"Sausage roll, purchased frozen, baked","1,118",9.7,12.7,6.4,27.2,2.8,3,20,628,19,1.1,0
F008794,"Spring roll, meat & vegetable filling, commercial, deep fried","1,047",7.5,11.7,1.7,27.5,4.3,2.8,11,501,26,2,1
F006679,"Pie, sweet, apple, commercial","1,059",3,12.9,3.7,31.4,15.1,1.3,14,200,18,0.5,37
F009102,"Tart, custard, commercial","1,014",6.3,10.7,6.9,30.2,11.4,1,54,270,74,0.5,0
F003592,"Dressing, French or Italian, regular fat, commercial",948,0.1,19.6,0.2,11.7,11.4,0,0,970,0,0,0
F003612,"Dressing, thousand island, regular fat, commercial","1,494",1,31.8,0.2,16.6,14.7,1.4,27,878,12,0.3,0
F004263,"Gravy powder, dry mix","1,311",8.9,6.2,1.2,54.7,0.7,0.1,0,"6,020",30,1.1,0
F004265,"Gravy, prepared from dry powder with water",109,0.7,0.5,,4.5,0,0,0,502,4,0.1,0
F005441,"Mayonnaise, traditional (greater than 65% fat), commercial","2,651",0.8,67.2,0.6,8.7,7.9,0.5,24,480,8,0,0
F003539,"Dip, hummus, commercial","1,039",6.9,19.5,0.4,9.4,0.8,3.9,0,410,49,1.6,0
F005437,"Mayonnaise, low fat, commercial",514,0.5,1.8,0.6,27.1,20.5,0,24,678,8,0.3,0
F005973,"Mustard, cream style",348,5.8,3.1,0,6.2,3.6,4.1,0,"1,420",83,2,0
F006471,"Paste, Indian style curry, commercial","1,287",4.8,26.4,0.1,10.2,4.2,5.4,1,"3,434",136,6,10
F006469,"Paste, green curry, commercial",461,2.4,7.9,0.1,6.3,3.4,3,1,"1,807",33,6,6
F005702,"Paste, soybean",766,12.9,5.1,0.2,19.7,10.4,4.3,0,"3,800",69,1.7,0
F006476,"Paste, shrimp",394,21,1,1.6,0,0,0,163,"6,000","1,380",20.5,0
F007987,"Sauce, barbecue, commercial",725,0.8,0.1,0,42.2,38.4,0.9,0,710,12,0.4,0
F007992,"Sauce, butter chicken, commercial",412,1.3,7.6,1.1,5.8,3.6,1.9,18,462,21,0.78,0
F008000,"Sauce, cranberry, commercial",649,0,0,0,40,40,1.1,0,50,3,0.41,1
F008004,"Sauce, fish, commercial",213,6.8,0.3,3.2,4.4,4.4,1.2,0,"8,255",30,1.55,0
F008008,"Sauce, hoi sin (hoisin), commercial",922,1.6,5.4,0,37.2,33.5,10.4,0,"1,550",41,4.7,1
F008026,"Sauce, oyster, commercial",471,2.8,1,0,21,15.6,0.3,0,"3,790",40,3.9,0
F008028,"Sauce, pasta or simmer, commercial, low fat",240,0.8,2.9,2.2,6.6,3.5,1.3,0,281,9,0.81,0
F008029,"Sauce, pasta, basil pesto, commercial","1,598",5.3,37.1,0.1,7.4,2.1,1.5,8,"1,251",147,1.41,0
F008031,"Sauce, pasta, bolognese, homemade using beef mince & commercial tomato based sauce",471,10,6.2,1,3.9,3.3,1.1,26,180,16,1.3,0
F008032,"Sauce, pasta, bolognese, homemade using beef mince & homemade tomato based sauce",388,8.8,4.5,1,3.8,3.2,1.4,19,56,16,1.4,0
F008036,"Sauce, pasta, cheese or cream-based, commercial",363,1.4,6.8,0.7,5.3,2.7,0.1,13,482,32,0,0
F008050,"Sauce, pasta, tomato-based, commercial, heated",226,1.6,1.5,0,7.5,6.2,1.8,0,375,27,0.74,1
F008054,"Sauce, plum, commercial",958,0.1,0.8,0,56.5,48.2,0.6,0,950,15,2.5,2
F008055,"Sauce, rogan josh, commercial",295,1.5,4.1,0.6,6.2,3.1,1.9,4,508,28,1.1,0
F008056,"Sauce, salsa, tomato-based, commercial",146,1.3,0,0,6.3,4.9,1.6,0,480,36,0.61,8
F008062,"Sauce, simmer for chicken, commercial",383,0.8,7.5,0.1,4.8,3.3,1.7,0,212,9,0.62,0
F008063,"Sauce, simmer, curry flavoured, commercial",494,2.1,6.9,0.9,10.7,7.1,2.3,4,510,31,1.1,0
F008065,"Sauce, soy, commercial",209,6.8,0,0,3.2,2.2,0,0,"5,600",21,1.3,0
F008067,"Sauce, soy, commercial, reduced salt",162,5.4,0,0,2.7,1.7,0,0,"3,598",17,2.2,0
F008077,"Sauce, tabasco, commercial",57,1.3,0.8,0,0.1,0.1,0.6,0,633,12,1.16,4
F008083,"Sauce, tomato, commercial",437,1.3,0,0,24.1,23.7,1.3,0,870,13,0.65,0
F008085,"Sauce, tomato, commercial, reduced salt",437,1.3,0,0,24.1,23.7,1.3,0,529,12,0.62,0
F008090,"Sauce, white, savoury, homemade",748,3.9,13.5,,10.8,5.1,0.2,30,130,99,0.12,0
F008094,"Sauce, Worcestershire, commercial",311,1.3,0.2,0,17.6,16.9,0,0,"1,060",160,3.7,0
F009498,Vinegar (except balsamic vinegar),65,0,0,0,0,0,0,0,5,1,0,0
F006577,"Peanut butter, smooth & crunchy, added sugar & salt","2,495",22.2,49.6,0.3,14.3,8.6,5.8,0,477,54,1.72,6
F006579,"Peanut butter, smooth & crunchy, no added sugar or salt","2,628",24.3,54.3,0.3,9.4,5.2,6.5,0,12,54,1.72,6
F008783,"Spread, yeast, marmite",624,13.3,0.9,0,16.6,11.8,11.8,0,"3,400",25,46.3,0
F008785,"Spread, yeast, vegemite",683,24.4,0.9,0,10.9,1.6,6.5,0,"3,000",68,4.03,0
F002405,"Cheese, blue vein","1,582",20.9,32.4,3.1,0,0,0,100,"1,090",510,0.17,0
F002406,"Cheese, bocconcini","1,032",16.6,20.2,1,0,0,0,60,210,320,0,0
F002407,"Cheese, brie","1,508",18.6,31.5,3.1,0,0,0,93,580,460,0.12,0
F002408,"Cheese, camembert","1,223",18.6,23.8,3.1,0,0,0,93,570,490,0,0
F002414,"Cheese, cheddar, natural, regular fat","1,689",24.6,33.5,4,0.3,0.3,0,102,686,760,0.12,1
F002413,"Cheese, cheddar, natural, reduced fat (approximately 25%)","1,356",27.9,23.4,2.2,0,0,0,85,550,800,0,0
F002412,"Cheese, cheddar, natural, reduced fat (approximately 15%)","1,166",34.4,15.3,2.2,0,0,0,45,560,995,0.18,0
F002428,"Cheese, cheddar, processed, regular fat","1,254",18.2,23.9,0.2,1.9,1.5,0,68,"1,420",588,0.21,0
F002425,"Cheese, cheddar, processed, reduced fat (approximately 15%), added vitamin D","1,054",22.4,15.4,3.3,4.9,4.9,0,50,"1,171",886,0.31,2
F002435,"Cheese, cottage",556,17,5.7,4.7,1.8,1.8,0,22,277,89,0.05,0
F002444,"Cheese, cream, plain","1,420",8.5,34.2,4.7,0.2,0.2,0,110,320,69,0,0
F002448,"Cheese, edam","1,500",27.4,27.2,3.1,0,0,0,78,900,810,0.27,0
F002452,"Cheese, fetta (feta)","1,136",16.6,22.3,2.6,0.4,0.4,0,75,"1,100",315,0.32,0
F002462,"Cheese, goat, firm","1,502",18.6,31.3,2,0.8,0.8,0,134,538,334,0.05,0
F002463,"Cheese, goat, soft","1,194",21.2,21.7,2,0.9,0.9,0,93,430,63,0,0
F002466,"Cheese, haloumi","1,050",21.3,17.1,2.2,1.8,1.8,0,53,"2,900",620,0.2,0
F002472,"Cheese, mozzarella","1,213",22.2,22.1,3.2,0,0,0,71,522,685,0.06,0
F002478,"Cheese, parmesan, dried, finely grated","1,949",40.6,33.3,3.1,0,0,0,88,"1,300",970,0.46,0
F002479,"Cheese, parmesan, fresh, regular fat","1,565",32,27,1.6,0,0,0,90,"1,000",948,0.17,0
F002488,"Cheese, ricotta",665,10.4,11.8,2.1,2.7,2.7,0,50,170,170,0,0
F002494,"Cheese, soy",996,3.8,23.4,2,3.9,0.7,0,0,407,30,2.35,0
F003270,"Cream, thickened, regular fat (approximately 35%)","1,409",2,36.1,5.5,2.4,2.4,0,110,27,60,0,0
F003255,"Cream, imitation (non-dairy)","1,108",1,21.8,1.5,17.7,16.3,0,0,57,17,0,0
F003269,"Cream, sour, regular fat","1,414",1.9,36.3,4,2,2,0,91,19,50,0,0
F003267,"Cream, sour, light (approximately 18% fat)",868,3.6,19.7,4,4.5,4.5,0,91,19,80,0,0
F004508,"Ice cream, vanilla flavour, regular fat",788,3.7,10.6,3.1,20.5,18.4,0,35,48,93,0.1,0
F004507,"Ice cream, vanilla flavour, premium or rich (~15% fat)",916,3.2,13.5,2.7,22.5,19.7,0,46,37,110,0,0
F004419,"Ice confection, stick, milk-based, various flavours",563,2.9,5.3,3.1,19.8,19.8,0.2,12,40,88,0.08,0
F004421,"Ice confection, stick, water-based, various flavours",280,0.2,0,0,17.1,17.1,0,0,6,2,0.07,0
F004415,"Ice confection, stick or tub, fruit juice or fruit flavoured",306,0.2,0.1,0,18.7,18.7,0,0,6,3,0.21,2
F005634,"Milk, cow, fluid, regular fat (3.5% fat)",271,3.3,3.4,3.1,5.4,5.4,0,10,35,106,0.02,0
F005635,"Milk, cow, fluid, regular fat (3.5% fat), added omega 3 polyunsaturates",253,3.1,3.2,2,5.1,5.1,0,5,40,110,0.44,0
F005614,"Milk, cow, fluid, reduced fat (1% fat)",181,3.3,1.2,2.3,4.8,4.8,0,5,36,115,0.01,0
F005621,"Milk, cow, fluid, reduced fat (1.5% fat), added omega 3 polyunsaturates",213,4.5,1.4,1.1,5.1,5.1,0,5,40,110,0.44,0
F005637,"Milk, cow, fluid, skim (0.15% fat)",146,3.6,0,2,5.3,5.3,0,3,38,115,0,0
F005638,"Milk, cow, fluid, skim (0.15% fat), added milk solids",173,4.2,0,,6.3,6.3,0,3,46,135,0,0
F005599,"Milk, cow, fluid, lactose free, regular fat (3.5% fat)",249,3.1,3.2,0.2,4.7,4.5,0,11,35,110,0,0
F005598,"Milk, cow, fluid, lactose free, reduced fat (1% fat)",184,3.4,1.2,0.2,5,4.8,0.1,5,41,117,0,0
F005587,"Milk, cow, fluid, flavoured, chocolate, reduced fat",264,3.3,1.9,2.7,8.6,8.6,0,8,46,112,0.22,0
F005581,"Milk, cow, canned, evaporated, regular",588,7.5,8.2,2,10,10,0,24,104,256,0.15,1
F005580,"Milk, cow, canned, evaporated, reduced fat (approximately 2% fat)",380,7.8,2.1,2,10.6,10.6,0,10,104,266,0.3,0
F005582,"Milk, cow, canned, sweetened, condensed, regular","1,362",8.3,9.2,3.5,55,55,0,31,106,268,0.15,1
F005650,"Milk, cow, powder, regular fat, unfortified","2,128",25.3,27.3,2,43,43,0,110,310,850,0,41
F005649,"Milk, cow, powder, regular fat, added vitamins A & D","2,128",25.3,27.3,2,43,43,0,110,310,850,0,41
F005652,"Milk, cow, powder, skim","1,519",34.9,0.8,2,56,56,0,29,420,"1,100",0,13
F005647,"Milk, human/breast, mature, fluid",286,1.3,4.2,2.5,6.8,6.8,0,14,17,32,0.03,5
F003442,"Custard, vanilla, regular fat",392,3.3,3,3.5,13.9,11.6,0,11,61,120,0.05,0
F003426,"Custard powder, vanilla, dry mix","1,414",0.5,0.4,,81.5,0.4,0.5,0,392,8,0.72,0
F003441,"Custard, vanilla, prepared from dry mix",430,3.6,3.7,,13.9,9.6,0,11,59,115,0.06,0
F003488,"Dairy or yoghurt dessert, chocolate, regular fat",533,5.1,3.7,3.5,17.7,15.7,1.4,10,59,120,0.53,0
F009811,"Yoghurt, flavoured, high fat (approx 5%)",483,4.4,4.9,2.8,12.9,12.5,0.6,20,47,150,0,0
F009694,"Yoghurt, natural, regular fat (3% fat)",306,5.1,3.2,2,5,4.9,0.1,15,58,175,0,0
F009608,"Yoghurt, apricot pieces or flavoured, regular fat (3% fat)",386,4.2,3.2,2,11.1,11.1,0.1,8,65,110,0.18,0
F009741,"Yoghurt, strawberry pieces or flavoured, regular fat (3% fat)",405,4.9,3.1,2,11.6,11.6,0.1,10,60,159,0.12,0
F009749,"Yoghurt, vanilla flavoured, (2% fat)",408,5,1.9,0.2,14.5,13.5,0.2,8,52,170,0,0
F009810,"Yoghurt, flavoured, low fat (approx 2%)",341,4.6,1.3,2.5,12.2,11.3,0.3,9,60,160,0,0
F009809,"Yoghurt, flavoured, low fat (0.2%), intense sweetened, increased protein",227,9.6,0.3,2.5,2.3,1.6,0.4,5,35,110,0,0
F009752,"Yoghurt, vanilla flavoured, low fat (less than 0.5% fat)",368,5.9,0.5,0.2,13.9,12.7,0.2,6,66,168,0.1,0
F009824,"Almond beverage, no added sugar, unfortified",65,0.5,1.4,1.6,0,0,0.5,0,40,7,0,0
F009826,"Almond beverage, no added sugar, added Ca",65,0.5,1.4,1.6,0,0,0.5,0,43,66,0,0
F009825,"Almond beverage, added sugar, unfortified",115,0.5,1.4,1.6,3,2.2,0.6,0,53,3,0,0
F009827,"Almond beverage, added sugar & Ca",115,0.5,1.4,1.6,3,2.2,0.6,0,43,68,0,0
F009828,"Almond beverage, added sugar & vitamins B1, B2 & B12 & Ca",115,0.5,1.4,1.6,3,2.2,0.6,0,33,120,0,0
F009812,"Coconut beverage, unfortified",106,0.2,1.7,0,2.4,1,0,0,47,1,0,0
F009813,"Coconut beverage, added Ca",106,0.2,1.7,0,2.4,1,0,0,17,90,0,0
F006132,"Oat beverage, fluid, unfortified",224,1.3,0.8,0,10.2,3.1,0.3,0,38,18,0,0
F006131,"Oat beverage, fluid, added calcium",224,1.3,0.8,0,10.2,3.1,0.3,0,38,110,0,0
F007632,"Rice beverage, fluid, added calcium",255,0.3,1,2.2,12.7,3.7,0,0,62,70,0.2,0
F008721,"Soy beverage, regular fat (3% fat), unfortified",246,3.7,2.7,0.9,4.6,2.6,0.6,0,44,13,0.47,0
F008719,"Soy beverage, regular fat (3% fat), added Ca",246,3.7,2.7,0.9,4.6,2.6,0.6,0,44,115,0.47,0
